TranscriptId	GeneId	GeneName	ZT0.R1	ZT0.R2	ZT2.R1	ZT2.R2	ZT4.R1	ZT4.R2	ZT6.R1	ZT6.R2	ZT8.R1	ZT8.R2	ZT10.R1	ZT10.R2	ZT12.R1	ZT12.R2	ZT14.R1	ZT14.R2	ZT16.R1	ZT16.R2	ZT18.R1	ZT18.R2	ZT20.R1	ZT20.R2	ZT22.R1	ZT22.R2
ENSMUST00000002297	ENSMUSG00000002227	Mov10	0.332021847037535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0447627373488194	1
ENSMUST00000002327	ENSMUSG00000002257	Def6	1	1	1	1	1	0.545553737043099	1	0.721646508674191	1	1	1	0.851933889930141	0.773215804531045	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000002344	ENSMUSG00000002274	Metrn	1	1	1	1	1	1	1	0.823241761408073	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000002368	ENSMUSG00000002297	Dbf4	1	0.105475886102919	1	1	1	0.629156364231202	0.12909039038225	0.87356843971941	1	1	1	1	0.169046274727244	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000002412	ENSMUSG00000002341	Ncan	1	1	1	1	1	1	1	1	0.984135732000157	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000002444	ENSMUSG00000024206	Rfx2	1	0.644874217283919	0.807402263955948	1	0.683503639656881	1	1	0.719698877989449	0.675913158677373	0.709229918154867	0.72331160987465	0.798186520226046	1	1	1	1	1	1	1	0.86905889612139	1	1	0.524975719872956	0.597410821499621
ENSMUST00000002549	ENSMUSG00000002475	Abhd3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.385065615180827	1	1	1
ENSMUST00000002756	ENSMUSG00000002679	Med6	1	1	1	1	0.0399523129192995	0.0647456209299284	1	0.0598318008414744	1	0.0394981522764365	1	1	1	1	1	1	1	1	1	1	1	1	0.0487646928019412	1
ENSMUST00000002765	ENSMUSG00000002688	Prkd1	1	1	1	1	0.805840733637404	1	1	1	0.804589377811034	1	1	0.720663587030938	1	1	1	1	1	1	1	1	1	1	1	0.883056789382125
ENSMUST00000002840	ENSMUSG00000002763	Pex6	0.0233618113814073	0.0120507539192667	0.0109359392364221	1	0.00846601483432051	0.0179211116250488	0.0109610686954289	0.0142510293162199	0.0146497951812136	0.137089418459365	0.0611343677236372	0.0106990433985297	0.15984910244729	0.158883998792482	0.237735235946771	0.26878222282443	0.456881781838949	0.0234693578196967	0.65238381044336	0.0923217820319655	0.628958507607253	0.254489836948361	0.0059952656586147	0.00736777749665613
ENSMUST00000002845	ENSMUSG00000002768	Mea1	0.545164121658825	0.0299600692197439	0.0424855400464452	0.911618578786636	0.0557678140522622	0.443392127129391	0.0481418914852881	0.0712329352599468	0.796711176264381	0.584853464964353	0.0634176132273921	0.107256216346745	1	0.360032114864646	0.832979317123556	0.599441320689118	1	0.708601716233357	0.381842619745846	0.334921979924777	1	0.869104214286335	0.609043071526018	0.492722488839836
ENSMUST00000002908	ENSMUSG00000002831	Plin4	1	1	1	1	1	1	1	1	1	1	1	0.943609873933721	1	1	1	1	0.386600429126476	1	1	1	1	1	0.1944628643991	1
ENSMUST00000003027	ENSMUSG00000002948	Map2k7	1	1	0.450740792492461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000003066	ENSMUSG00000002985	Apoe	0.000279421818138533	0.000493482100750342	1	0.000241434398264973	0.000414159937758388	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000135326788956885
ENSMUST00000003152	ENSMUSG00000003068	Stk11	0.0126591524469572	0.018124176709273	1	0.0117869290971424	0.0106441057040592	0.105598739573444	0.013748603485601	0.0172306606510984	0.975067523425997	0.00995384798841691	0.017320600151867	0.971515175067035	1	1	0.054536302362349	1	0.516475570705506	1	1	1	1	1	0.00802738172014268	0.0118706620149499
ENSMUST00000003154	ENSMUSG00000003070	Efna2	1	1	1	1	1	1	1	1	1	1	1	0.852805730854511	1	1	1	1	1	1	1	1	1	1	0.792625413155997	0.788799053441136
ENSMUST00000003191	ENSMUSG00000024070	Prkd3	1	1	1	1	1	1	0.922858276654454	0.0108808860697238	1	1	0.999260547195076	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000003203	ENSMUSG00000003119	Cdk12	1	1	1	1	1	1	0.35785857429144	1	0.67045698347994	0.336888631356246	0.725079033614664	0.356914686682442	1	1	0.919235931094075	1	1	1	1	1	1	1	0.783883358156306	0.0353340784112668
ENSMUST00000003219	ENSMUSG00000003135	Cnot11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0398407644327153
ENSMUST00000003312	ENSMUSG00000003227	Edar	1	1	1	1	1	1	1	1	0.857772707387996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000003433	ENSMUSG00000020190	Mknk2	0.020475770917894	1	1	1	0.0125592656044793	1	0.0193096305044274	0.0189327029500559	0.0156825992465452	0.0102025262679343	0.00904861340405488	0.00897050211847378	0.0160881217214419	0.0199219061279783	1	1	1	0.0232397515019851	1	1	1	1	0.00906976828555984	0.00848053708259009
ENSMUST00000003436	ENSMUSG00000003346	Abhd17a	0.00901950088246797	0.00864350851765903	0.0168638898585626	0.518050901336882	0.406106512999438	0.0126554788858521	0.0113070241495422	0.0127451042868158	0.590161436746826	0.46210104401164	0.00782354464466634	0.442206531284628	0.0135585664310775	0.0200043969664532	0.0323546588282113	0.0302792840039387	0.0310906023679846	0.0212922795471899	0.0770371511661499	0.0832516080048086	0.0650868779647073	0.016263050284701	0.269310762828473	0.00648407511152609
ENSMUST00000003442	ENSMUSG00000003352	Cacnb3	1	0.800307318010116	0.835610371595932	0.731138455689354	0.781042535576488	0.836687053941214	1	1	0.785169714433775	0.819457191556313	0.784276818345803	1	1	0.843832009923465	1	1	1	1	1	0.84030788881046	0.915499404925387	1	0.796000891520998	0.691137543282489
ENSMUST00000003527	ENSMUSG00000003435	Supt5	1	1	0.906733402245072	1	0.509141638112307	0.702691307708524	1	0.782686964348609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.665066074314483	0.0302507240510802
ENSMUST00000003550	ENSMUSG00000003458	Ncstn	0.0117084159508434	1	0.0137061572581435	0.0134868587420133	0.00970127353468327	1	1	0.0135142275760787	0.0127753470550781	0.00889107016476931	0.0110367832809509	0.309391645358015	0.0170411051906525	0.0219135623914183	1	1	1	1	1	1	1	1	0.00840184477625383	0.00828202618114116
ENSMUST00000003561	ENSMUSG00000003469	Phyhip	1	1	1	1	0.852405915697055	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.799162477723346
ENSMUST00000003568	ENSMUSG00000003476	Crhr2	1	1	1	1	1	1	1	1	1	1	1	1	0.827225650612974	1	1	1	1	1	1	1	1	1	0.724527426985749	0.739590266992086
ENSMUST00000003640	ENSMUSG00000003545	Fosb	1	1	0.860192855238144	1	1	1	1	0.857191839533688	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.93245309760919	1
ENSMUST00000003714	ENSMUSG00000003617	Cp	0.361246879730076	0.556205956435195	0.450728602786404	0.470344762711067	0.352724976808333	0.524926116649082	0.395425715325119	0.488209734902114	0.409399819864079	0.305861842205876	0.503395843892549	0.434347025175322	0.586407083797572	0.496864783217895	0.696534046584197	0.558615527277196	0.607522341634114	0.626605677047434	0.917027364096545	0.916850800869175	0.856773220696214	0.444448395096845	0.322108911465145	0.406522242864518
ENSMUST00000003762	ENSMUSG00000003665	Has1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.718390804597701	1
ENSMUST00000003777	ENSMUSG00000003680	Taf6l	1	1	1	1	1	1	1	1	1	1	1	1	0.763936104384229	1	1	1	1	1	1	1	1	1	1	0.845029956311951
ENSMUST00000003828	ENSMUSG00000003731	Kpna6	1	1	1	1	0.784929356357928	1	1	1	1	1	0.893766869849668	0.951556270280043	1	1	1	1	1	1	0.922764602749839	1	1	1	1	1
ENSMUST00000003908	ENSMUSG00000003810	Mast2	1	1	0.168831081126711	1	1	1	0.100518777410214	1	1	1	1	1	1	1	0.334745961289977	1	1	1	1	1	1	1	1	1
ENSMUST00000004072	ENSMUSG00000003970	Rpl8	0.000661494126573805	0.000703762791627689	0.00101481251810616	0.00943520368989053	0.000690166285766194	0.0178558137651851	0.267514182419675	0.0464147300286612	0.000922250535518607	0.000673560091693891	0.104864850744054	0.00788111957316862	0.00133528889061942	0.148190022725408	0.023250635725548	0.203433330628606	0.020740201590259	0.00165960747096865	0.00625349765940963	0.0060462160663681	0.0772583854705537	0.00140472592504854	0.000408569216344223	0.00557424537165454
ENSMUST00000004094	ENSMUSG00000003992	Ssbp2	0.525582739862823	0.733008854746965	0.836036518075109	0.511440933686569	0.4449506994625	0.757828367031435	0.426839679016561	0.576355588343785	0.592666346626839	0.663253123922214	0.498872548041426	0.528382041351179	0.765573682639086	0.65475878686292	1	0.756956429587913	0.722219814822839	1	1	1	0.820290711027988	0.601804209018638	0.310550326233118	0.32608022225628
ENSMUST00000004201	ENSMUSG00000004098	Col5a3	0.177718380345769	0.290152153772963	0.54927182446115	0.32377862633875	0.0979878319029776	0.236795120126164	0.237996279888423	0.447876263560526	0.432962284655384	0.267100995331369	0.249463653145737	0.419868840025369	0.854411670760957	0.589181450211221	0.860363073216898	0.827081972094254	0.725915924417634	0.67688362437416	0.938914239573357	1	0.80036496642469	0.455630683992783	0.246771866093287	0.0723171892793359
ENSMUST00000004294	ENSMUSG00000004187	Kifc2	1	1	0.670304184038717	1	1	0.627026078014585	1	1	1	1	0.462329400451234	1	1	0.887957520112238	1	0.891925399359598	0.701222932794794	0.8870044971128	0.850000425000213	1	0.884040418327926	0.81725386356764	0.323877198721333	0.247732013417166
ENSMUST00000004378	ENSMUSG00000004267	Eno2	1	1	1	1	0.754489210804286	1	1	1	1	1	1	0.913283711585004	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000004392	ENSMUSG00000029771	Irf5	1	1	1	1	1	1	1	0.0211228572973558	0.0252160447675572	1	1	0.0259728926114393	0.0459295826011392	0.0651030222776032	1	1	0.121382792775296	1	1	1	1	0.0440684135679594	1	0.0165735509330081
ENSMUST00000004497	ENSMUSG00000004383	Large1	1	1	1	1	1	1	1	0.917734297566169	1	1	1	1	1	0.958800349003327	1	1	1	1	1	1	1	1	1	0.65186073647226
ENSMUST00000004634	ENSMUSG00000020142	Slc1a4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.122918981640821
ENSMUST00000004681	ENSMUSG00000004565	Pnpla6	1	0.513191589816226	1	1	0.0834895283259097	1	0.446474414783661	1	1	1	1	0.167913423838669	1	1	1	1	1	1	0.573993502393553	1	1	1	0.0530008273429148	1
ENSMUST00000004750	ENSMUSG00000004631	Sgce	1	1	1	1	1	1	1	1	0.347319905945769	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.511726206010736
ENSMUST00000004829	ENSMUSG00000004709	Cd244a	1	1	0.870185697627874	1	0.543327664614699	0.75077329649539	0.760896031166301	1	1	0.800717442828775	0.815308227275321	0.803897294081708	0.831255195344971	1	1	0.823458691194756	1	0.681171069302345	0.857052254475955	1	1	1	0.733848005401121	0.637991093644333
ENSMUST00000004850	ENSMUSG00000004730	Adgre1	1	1	1	1	1	1	1	0.018871695306666	1	1	1	0.0225944226571448	1	1	1	1	1	1	1	1	0.757088238634213	1	1	1
ENSMUST00000005016	ENSMUSG00000004896	Rrnad1	1	0.310377791848238	1	1	1	1	0.689978748654541	1	1	1	1	1	1	1	0.49871829398446	1	1	1	1	1	1	1	0.301392735832281	1
ENSMUST00000005114	ENSMUSG00000004988	Fxyd4	1	0.790851430650238	1	1	0.762212550591858	1	0.861222591591023	1	1	1	1	0.803451628194725	1	1	1	0.825130164283416	1	1	1	1	1	1	0.772004045301197	0.553424869806799
ENSMUST00000005233	ENSMUSG00000005102	Eif2ak4	1	1	1	0.117090123096846	1	1	1	1	1	0.069058293486698	0.158421111831047	0.153173603899187	1	1	0.312544928333448	1	1	1	1	1	1	0.291711031052639	0.0828241717375766	1
ENSMUST00000005238	ENSMUSG00000005107	Slc2a9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.317576257998952	1	1
ENSMUST00000005364	ENSMUSG00000005232	G6pc2	0.381574529137031	1	0.539714922577894	1	0.220786618564622	0.413030279249772	0.65015701291862	0.667142561694008	0.81107605460164	1	0.718478549822895	0.79779171253969	1	1	0.779952110940388	0.782552215796599	1	1	1	1	1	0.658839651605592	0.417061136992072	0.327048550357301
ENSMUST00000005399	ENSMUSG00000005267	Zfp287	1	0.547177657641883	0.880886524197953	0.457917391702537	0.466337432439365	1	1	0.581632059559123	1	1	1	1	0.839905594611166	0.636010939388157	1	1	1	1	1	1	1	0.735932647444106	1	0.50133857399256
ENSMUST00000005413	ENSMUSG00000052675	Zfp112	1	1	1	1	0.292860071457857	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000005470	ENSMUSG00000005338	Cadm3	1	1	1	1	1	1	1	1	0.885574870927463	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000005518	ENSMUSG00000045098	Kmt5b	1	1	1	1	1	1	1	0.7999936000512	1	0.996502277007703	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000005601	ENSMUSG00000005465	Il27ra	1	1	1	1	1	1	1	1	1	0.649861254622138	0.261228242952715	1	1	0.713786064040886	1	0.77355673651884	1	1	1	1	0.899361453368109	1	1	0.661506912747238
ENSMUST00000005630	ENSMUSG00000005493	Msh4	0.91151055529223	1	1	1	0.832826697092602	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000005860	ENSMUSG00000005716	Pvalb	1	1	1	1	0.339632381909821	0.598487024801302	1	1	1	1	1	0.444733026764034	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000005891	ENSMUSG00000047884	Klk9	0.66509261414652	1	1	1	1	1	0.811958525158535	1	0.960384153661465	0.898569477391992	1	0.937875150060024	1	1	1	1	1	1	1	1	1	0.980257611700355	1	0.871786377466066
ENSMUST00000005907	ENSMUSG00000005763	Cd247	1	0.671740546931153	0.746837144692228	1	0.790413860697461	0.616530413445295	0.646663217796172	0.797778983310464	1	1	1	0.740636503010687	1	1	1	1	1	1	1	1	1	1	1	1
